"series","episode","baker","baker_last_name","baker_age","baker_occupation","hometown","signature_bake","technical","result","show_stopper"
10,1,"Dan","Chambers",32,"Support worker","Rotherham",NA,9,"OUT",NA
10,1,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,6,"STAR BAKER",NA
10,2,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,9,"IN",NA
10,2,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,2,"Helena","Garcia",40,"Online project manager","Leeds",NA,12,"IN",NA
10,2,"Henry","Bird",20,"Student","Durham",NA,6,"IN",NA
10,2,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,4,"IN",NA
10,2,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,8,"IN",NA
10,2,"Phil","Thorne",56,"HGV driver","Rainham",NA,3,"IN",NA
10,2,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,7,"IN",NA
10,2,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,5,"IN",NA
10,2,"Steph","Blackwell",28,"Shop assistant","Chester",NA,10,"IN",NA
10,2,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,11,"OUT",NA
10,2,"Alice","Fevronia",28,"Geography teacher","Essex",NA,1,"STAR BAKER",NA
10,2,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,3,"Alice","Fevronia",28,"Geography teacher","Essex",NA,7,"IN",NA
10,3,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,3,"Helena","Garcia",40,"Online project manager","Leeds",NA,8,"IN",NA
10,3,"Henry","Bird",20,"Student","Durham",NA,1,"IN",NA
10,3,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,5,"IN",NA
10,3,"Phil","Thorne",56,"HGV driver","Rainham",NA,10,"IN",NA
10,3,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,4,"IN",NA
10,3,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,9,"IN",NA
10,3,"Steph","Blackwell",28,"Shop assistant","Chester",NA,3,"IN",NA
10,3,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,11,"OUT",NA
10,3,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,6,"STAR BAKER",NA
10,3,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,3,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,4,"Alice","Fevronia",28,"Geography teacher","Essex",NA,8,"IN",NA
10,4,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,4,"Helena","Garcia",40,"Online project manager","Leeds",NA,9,"IN",NA
10,4,"Henry","Bird",20,"Student","Durham",NA,3,"IN",NA
10,4,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,7,"IN",NA
10,4,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,5,"IN",NA
10,4,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,10,"IN",NA
10,4,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,4,"IN",NA
10,4,"Phil","Thorne",56,"HGV driver","Rainham",NA,6,"OUT",NA
10,4,"Steph","Blackwell",28,"Shop assistant","Chester",NA,1,"STAR BAKER",NA
10,4,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,4,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,4,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,5,"Alice","Fevronia",28,"Geography teacher","Essex",NA,6,"IN",NA
10,5,"David","Atherton",36,"International health adviser","Whitby",NA,9,"IN",NA
10,5,"Henry","Bird",20,"Student","Durham",NA,3,"IN",NA
10,5,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,8,"IN",NA
10,5,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,2,"IN",NA
10,5,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,5,"IN",NA
10,5,"Helena","Garcia",40,"Online project manager","Leeds",NA,1,"OUT",NA
10,5,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,7,"OUT",NA
10,5,"Steph","Blackwell",28,"Shop assistant","Chester",NA,4,"STAR BAKER",NA
10,5,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,5,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,5,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,5,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,6,"Alice","Fevronia",28,"Geography teacher","Essex",NA,1,"IN",NA
10,6,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,6,"Henry","Bird",20,"Student","Durham",NA,4,"IN",NA
10,6,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,6,"IN",NA
10,6,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,5,"IN",NA
10,6,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,7,"OUT",NA
10,6,"Steph","Blackwell",28,"Shop assistant","Chester",NA,3,"STAR BAKER",NA
10,6,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,6,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,6,"Helena","Garcia",40,"Online project manager","Leeds",NA,NA,NA,NA
10,6,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,6,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,NA,NA,NA
10,6,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,7,"Alice","Fevronia",28,"Geography teacher","Essex",NA,6,"IN",NA
10,7,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,7,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,1,"IN",NA
10,7,"Steph","Blackwell",28,"Shop assistant","Chester",NA,4,"IN",NA
10,7,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,5,"OUT",NA
10,7,"Henry","Bird",20,"Student","Durham",NA,3,"STAR BAKER",NA
10,7,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,7,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,7,"Helena","Garcia",40,"Online project manager","Leeds",NA,NA,NA,NA
10,7,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,7,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,NA,NA,NA
10,7,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,7,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,NA,NA,NA
10,8,"Alice","Fevronia",28,"Geography teacher","Essex",NA,3,"IN",NA
10,8,"David","Atherton",36,"International health adviser","Whitby",NA,1,"IN",NA
10,8,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,2,"IN",NA
10,8,"Henry","Bird",20,"Student","Durham",NA,5,"OUT",NA
10,8,"Steph","Blackwell",28,"Shop assistant","Chester",NA,4,"STAR BAKER",NA
10,8,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,8,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,8,"Helena","Garcia",40,"Online project manager","Leeds",NA,NA,NA,NA
10,8,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,8,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,NA,NA,NA
10,8,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,NA,NA,NA
10,8,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,8,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,NA,NA,NA
10,9,"David","Atherton",36,"International health adviser","Whitby",NA,2,"IN",NA
10,9,"Steph","Blackwell",28,"Shop assistant","Chester",NA,3,"IN",NA
10,9,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,1,"OUT",NA
10,9,"Alice","Fevronia",28,"Geography teacher","Essex",NA,4,"STAR BAKER",NA
10,9,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,9,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,9,"Helena","Garcia",40,"Online project manager","Leeds",NA,NA,NA,NA
10,9,"Henry","Bird",20,"Student","Durham",NA,NA,NA,NA
10,9,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,9,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,NA,NA,NA
10,9,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,NA,NA,NA
10,9,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,9,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,NA,NA,NA
10,10,"Alice","Fevronia",28,"Geography teacher","Essex",NA,2,"Runner-up",NA
10,10,"Steph","Blackwell",28,"Shop assistant","Chester",NA,3,"Runner-up",NA
10,10,"David","Atherton",36,"International health adviser","Whitby",NA,1,"WINNER",NA
10,10,"Amelia","LeBruin",24,"Fashion designer","Halifax",NA,NA,NA,NA
10,10,"Dan","Chambers",32,"Support worker","Rotherham",NA,NA,NA,NA
10,10,"Helena","Garcia",40,"Online project manager","Leeds",NA,NA,NA,NA
10,10,"Henry","Bird",20,"Student","Durham",NA,NA,NA,NA
10,10,"Jamie","Finn",20,"Part-time waiter","Surrey",NA,NA,NA,NA
10,10,"Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",NA,NA,NA,NA
10,10,"Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",NA,NA,NA,NA
10,10,"Phil","Thorne",56,"HGV driver","Rainham",NA,NA,NA,NA
10,10,"Priya","O'Shea",34,"Marketing consultant","Leicester",NA,NA,NA,NA
10,10,"Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",NA,NA,NA,NA
